country_iso3code,year,indicator_code,indicator_value
UGA,2022,NY.GDP.MKTP.CD,45565333210.9108
UGA,2021,NY.GDP.MKTP.CD,40529788748.6737
UGA,2020,NY.GDP.MKTP.CD,37600368241.6657
UGA,2023,SP.POP.TOTL,48656601.0
UGA,2022,SP.POP.TOTL,47312719.0
UGA,2021,SP.POP.TOTL,45910930.0
UGA,2020,SP.POP.TOTL,44457152.0
UKR,2023,NY.GDP.MKTP.CD,178757021965.008
UKR,2022,NY.GDP.MKTP.CD,161989520721.19
UKR,2021,NY.GDP.MKTP.CD,199765859570.935
UKR,2020,NY.GDP.MKTP.CD,156617722013.342
UKR,2023,SP.POP.TOTL,37732836.0
UKR,2022,SP.POP.TOTL,41048766.0
UKR,2021,SP.POP.TOTL,44298640.0
UKR,2020,SP.POP.TOTL,44680014.0
URY,2023,NY.GDP.MKTP.CD,77240830877.4597
URY,2022,NY.GDP.MKTP.CD,70164683290.3776
URY,2021,NY.GDP.MKTP.CD,60760798595.5436
URY,2020,NY.GDP.MKTP.CD,53668636567.8667
URY,2023,SP.POP.TOTL,3388081.0
URY,2022,SP.POP.TOTL,3390913.0
URY,2021,SP.POP.TOTL,3396695.0
URY,2020,SP.POP.TOTL,3398968.0
USA,2023,NY.GDP.MKTP.CD,27720709000000.0
USA,2022,NY.GDP.MKTP.CD,26006893000000.0
USA,2021,NY.GDP.MKTP.CD,23681171000000.0
USA,2020,NY.GDP.MKTP.CD,21354105000000.0
USA,2023,SP.POP.TOTL,334914895.0
USA,2022,SP.POP.TOTL,333271411.0
USA,2021,SP.POP.TOTL,332048977.0
USA,2020,SP.POP.TOTL,331526933.0
UZB,2023,NY.GDP.MKTP.CD,101591769702.343
UZB,2022,NY.GDP.MKTP.CD,90095926567.4359
UZB,2021,NY.GDP.MKTP.CD,77340060003.0347
UZB,2020,NY.GDP.MKTP.CD,66443265418.3086
UZB,2023,SP.POP.TOTL,35652307.0
UZB,2022,SP.POP.TOTL,34938955.0
UZB,2021,SP.POP.TOTL,34243696.0
UZB,2020,SP.POP.TOTL,33586372.0
VCT,2023,NY.GDP.MKTP.CD,1065962962.96296
VCT,2022,NY.GDP.MKTP.CD,966492592.592592
VCT,2021,NY.GDP.MKTP.CD,872225925.925926
VCT,2020,NY.GDP.MKTP.CD,869111111.111111
VCT,2023,SP.POP.TOTL,101323.0
VCT,2022,SP.POP.TOTL,102046.0
VCT,2021,SP.POP.TOTL,102841.0
VCT,2020,SP.POP.TOTL,103526.0
VEN,2023,SP.POP.TOTL,28300854.0
VEN,2022,SP.POP.TOTL,28213017.0
VEN,2021,SP.POP.TOTL,28237826.0
VEN,2020,SP.POP.TOTL,28444077.0
VGB,2023,SP.POP.TOTL,38985.0
VGB,2022,SP.POP.TOTL,38319.0
VGB,2021,SP.POP.TOTL,37809.0
VGB,2020,SP.POP.TOTL,37135.0
VIR,2022,NY.GDP.MKTP.CD,4672000000.0
VIR,2021,NY.GDP.MKTP.CD,4507000000.0
VIR,2020,NY.GDP.MKTP.CD,4229000000.0
VIR,2023,SP.POP.TOTL,104917.0
VIR,2022,SP.POP.TOTL,105413.0
VIR,2021,SP.POP.TOTL,105870.0
VIR,2020,SP.POP.TOTL,106290.0
VNM,2023,NY.GDP.MKTP.CD,429716969043.572
VNM,2022,NY.GDP.MKTP.CD,410324028883.325
VNM,2021,NY.GDP.MKTP.CD,366474752771.009
VNM,2020,NY.GDP.MKTP.CD,346615738537.796
VNM,2023,SP.POP.TOTL,100352192.0
VNM,2022,SP.POP.TOTL,99680655.0
VNM,2021,SP.POP.TOTL,98935098.0
VNM,2020,SP.POP.TOTL,98079191.0
VUT,2023,NY.GDP.MKTP.CD,1126313359.21923
VUT,2022,NY.GDP.MKTP.CD,1022219297.50335
VUT,2021,NY.GDP.MKTP.CD,950394006.532514
VUT,2020,NY.GDP.MKTP.CD,909421043.508407
VUT,2023,SP.POP.TOTL,320409.0
VUT,2022,SP.POP.TOTL,313046.0
VUT,2021,SP.POP.TOTL,305868.0
VUT,2020,SP.POP.TOTL,298858.0
WSM,2023,NY.GDP.MKTP.CD,938189443.830393
WSM,2022,NY.GDP.MKTP.CD,832945205.637185
WSM,2021,NY.GDP.MKTP.CD,843923638.733018
WSM,2020,NY.GDP.MKTP.CD,868898358.266437
WSM,2023,SP.POP.TOTL,216663.0
WSM,2022,SP.POP.TOTL,215261.0
WSM,2021,SP.POP.TOTL,213779.0
WSM,2020,SP.POP.TOTL,211944.0
XKX,2023,NY.GDP.MKTP.CD,10468219225.4869
XKX,2022,NY.GDP.MKTP.CD,9354903061.8898
XKX,2021,NY.GDP.MKTP.CD,9413403724.01899
XKX,2020,NY.GDP.MKTP.CD,7717145217.81247
XKX,2023,SP.POP.TOTL,1756366.0
XKX,2022,SP.POP.TOTL,1768096.0
XKX,2021,SP.POP.TOTL,1786080.0
XKX,2020,SP.POP.TOTL,1790152.0
YEM,2023,SP.POP.TOTL,39390799.0
YEM,2022,SP.POP.TOTL,38222876.0
YEM,2021,SP.POP.TOTL,37140230.0
YEM,2020,SP.POP.TOTL,36134863.0
ZAF,2023,NY.GDP.MKTP.CD,380699271814.508
ZAF,2022,NY.GDP.MKTP.CD,406920004594.074
ZAF,2021,NY.GDP.MKTP.CD,420886877628.703
ZAF,2020,NY.GDP.MKTP.CD,337974655408.055
ZAF,2023,SP.POP.TOTL,63212384.0
ZAF,2022,SP.POP.TOTL,62378410.0
ZAF,2021,SP.POP.TOTL,61502603.0
ZAF,2020,SP.POP.TOTL,60562381.0
ZMB,2023,NY.GDP.MKTP.CD,27577956471.244
ZMB,2022,NY.GDP.MKTP.CD,29163782140.4858
ZMB,2021,NY.GDP.MKTP.CD,22096416932.0089
ZMB,2020,NY.GDP.MKTP.CD,18137764930.651
ZMB,2023,SP.POP.TOTL,20723965.0
ZMB,2022,SP.POP.TOTL,20152938.0
ZMB,2021,SP.POP.TOTL,19603607.0
ZMB,2020,SP.POP.TOTL,19059395.0
ZWE,2023,NY.GDP.MKTP.CD,35231367885.8554
ZWE,2022,NY.GDP.MKTP.CD,32789751736.3323
ZWE,2021,NY.GDP.MKTP.CD,27240515108.8049
ZWE,2020,NY.GDP.MKTP.CD,26867936444.6826
ZWE,2023,SP.POP.TOTL,16340822.0
ZWE,2022,SP.POP.TOTL,16069056.0
ZWE,2021,SP.POP.TOTL,15797210.0
ZWE,2020,SP.POP.TOTL,15526888.0
